ACT Symbol,Security Name,Exchange
GJV,Synthetic Fixed-Income Securities Inc 7.00% Fixed Rate Structured Repackaged Asset-Backed Trust Securities (STRATS),N
GKOS,Glaukos Corporation Common Stock,N
GLOB,Globant S.A. Common Shares,N
GLOG,GasLog Ltd. Common Shares,N
GLOG$A,GasLog LP. 8.75% Series A Cumulative Redeemable Perpetual Preference Shares,N
GLOP,GasLog Partners LP Common Units representing limited partnership interests,N
GLOP$A,GasLog Partners LP 8.625% Series A Cumulative Redeemable Perpetual Fixed to Floating Rate Preference Units,N
GLP,Global Partners LP Global Partners LP Common Units representing Limited Partner Interests,N
GLT,Glatfelter Common Stock,N
GLW,Corning Incorporated Common Stock,N
GM,General Motors Company Common Stock,N
GM.B,General Motors Company Warrant (Expires 07/10/2019),N
GME,Gamestop Corporation Common Stock,N
GMED,"Globus Medical, Inc. Class A Common Stock",N
GMRE,Global Medical REIT Inc. Common Stock,N
GMS,GMS Inc. Common Stock,N
GMTA,GATX Corporation 5.625% Senior Notes due 2066,N
GMZ,Goldman Sachs MLP Income Opportunities Fund,N
GNC,"GNC Holdings, Inc. Class A Common Stock",N
GNE,Genie Energy Ltd. Class B Common Stock Stock,N
GNE$A,"Genie Energy Ltd. Series 2012 - A Preferred Stock, $0.01 par value",N
GNK,Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands),N
GNL,"Global Net Lease, Inc. Common Stock",N
GNL$A,"Global Net Lease, Inc. 7.25% Series A Cumulative Redeemable Preferred Stock, $0.01 par value per share",N
GNRC,Generac Holdlings Inc. Common Stock,N
GNRT,"Gener8 Maritime, Inc. Common Shares",N
GNT,"GAMCO Natural Resources, Gold & Income Trust",N
GNW,Genworth Financial Inc Common Stock,N
GOF,Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest,N
GOL,Gol Linhas Aereas Inteligentes S.A. Sponsored ADR representing 5 Pfd Shares,N
GOLF,Acushnet Holdings Corp. Common Stock,N
GOOS,Canada Goose Holdings Inc. Subordinate Voting Shares,N
GPC,Genuine Parts Company Common Stock,N
GPE$A,"Georgia Power Company Georgia Power Company 6 1/8% Series Class A Preferred Stock, Non-Cumulative",N
GPI,"Group 1 Automotive, Inc. Common Stock",N
GPK,Graphic Packaging Holding Company,N
GPM,Guggenheim Enhanced Equity Income Fund,N
GPMT,Granite Point Mortgage Trust Inc. Common Stock,N
GPN,Global Payments Inc. Common Stock,N
GPRK,Geopark Ltd Common Shares,N
GPS,"Gap, Inc. (The) Common Stock",N
GPT,Gramercy Property Trust,N
GPT$A,Gramercy Property Trust Inc. 7.125% Series A Cumulative Redeemable Preferred Share,N
GPX,GP Strategies Corporation Common Stock,N
GRA,W.R. Grace & Co. Common Stock,N
GRAM,"Grana y Montero S.A.A. American Depositary Shares, each representing five Common Shares",N
GRC,Gorman-Rupp Company (The) Common Stock,N
GRP.U,"Granite Real Estate Inc. Stapled Units, each consisting of one unit of Granite Real Estate Trust and one common share of Granite REIT Inc.",N
GRR,"Asia Tigers Fund, Inc. (The) Common Stock",N
GRUB,GrubHub Inc. Common Stock,N
GRX,The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest,N
GRX$A,Gabelli Healthcare PFD SER A,N
GRX$B,Gabelli Healthcare Preferred Series B,N
GS,"Goldman Sachs Group, Inc. (The) Common Stock",N
GS$A,"Goldman Sachs Group, Inc. (The) Depositary Shares each representing 1/1000th Interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series A",N
GS$B,"Goldman Sachs Group, Inc. (The) Depositary Share repstg 1/1000th Preferred Series B",N
GS$C,"Goldman Sachs Group, Inc. (The) Depositary Share repstg 1/1000th Preferred Series C",N
GS$D,"Goldman Sachs Group, Inc. (The) Dep Shs repstg 1/1000 Pfd Ser D Fltg",N
GS$I,"Goldman Sachs Group, Inc. (The) Perpetual Preferred Series I",N
GS$J,Goldman Sachs Group Inc Depositary Shs Repstg 1/1000th Pfd Ser J Fixed to Fltg Rate,N
GS$K,"Goldman Sachs Group, Inc. (The) Dep Shs Repstg 1/1000 Int Sh Fxd/Fltg Non Cum Pfd Stk Ser K",N
GS$N,"Goldman Sachs Group, Inc. (The) Depositary Shares, Each Representing 1/1,000th Interest in a Share of 6.30% Non-Cumulative Preferred Stock, Series N",N
GSBD,"Goldman Sachs BDC, Inc. Common Stock",N
GSH,Guangshen Railway Company Limited Common Stock,N
GSK,GlaxoSmithKline PLC Common Stock,N
GSL,Global Ship Lease Inc New Class A Common Shares,N
GSL$B,"Global Ship Lease, Inc. Depository Shares Representing 1/100th Perpetual Preferred Series B% (Marshall Island)",N
GTN,"Gray Communications Systems, Inc. Common Stock",N
GTN.A,"Gray Television, Inc. CLass A Common Stock",N
GTS,Triple-S Management Corporation Class B Common Stock,N
GTT,"GTT Communications, Inc. Common Stock",N
GTY,Getty Realty Corporation Common Stock,N
GUT,Gabelli Utility Trust (The) Common Stock,N
GUT$A,Gabelli Utility Trust (The) 5.625% Series A Cumulative Preferred Shares,N
GUT$C,Gabelli Utility Trust (The) 5.375% Series C Cumulative Preferred Shares,N
GVA,Granite Construction Incorporated Common Stock,N
GWB,"Great Western Bancorp, Inc. Common Stock",N
GWR,Genesee & Wyoming Inc. Class A Common Stock,N
GWRE,"Guidewire Software, Inc. Common Stock",N
GWW,"W.W. Grainger, Inc. Common Stock",N
GXP,Great Plains Energy Incorporated Common Stock,N
GYB,"CABCO Series 2004-101 Trust Goldman Sachs Capital I, Floating Rate Callable Certificates",N
GYC,"Corporate Asset Backed Corp CABCO Corporate Asset Backed Corporation CABCO Series 2004-102 Trust (SBC Communications, Inc.) Collared Floating Rate Cllable Certificates",N
GZT,Gazit-Globe Ltd. Ordinary Shares,N
H,Hyatt Hotels Corporation Class A Common Stock,N
HAE,Haemonetics Corporation Common Stock,N
HAL,Halliburton Company Common Stock,N
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc. Common Stock",N
HBI,Hanesbrands Inc. Common Stock,N
HBM,Hudbay Minerals Inc. Ordinary Shares (Canada),N
HBM.W,Hudbay Minerals Inc. Warrants Expiring 07/20/2018 (Canada),N
HCA,"HCA Healthcare, Inc. Common Stock",N
HCC,"Warrior Met Coal, Inc. Common Stock",N
HCHC,"HC2 Holdings, Inc. Common Stock",N
HCI,"HCI Group, Inc. Common Stock",N
HCLP,Hi-Crush Partners LP Common Units representing limited partner interests,N
HCN,Welltower Inc. Common Stock,N
HCN$I,Welltower Inc. PFD PERPETUAL CONV SER I,N
HCP,"HCP, Inc. Common Stock",N
HD,"Home Depot, Inc. (The) Common Stock",N
HDB,HDFC Bank Limited Common Stock,N
HE,"Hawaiian Electric Industries, Inc. Common Stock",N
HE$U,"Hawaiian Electric Industries, Inc. 6.5 % Cum QUIPS",N
HEI,Heico Corporation Common Stock,N
HEI.A,Heico Corporation Common Stock,N
HEP,"Holly Energy Partners, L.P. Common Stock",N
HEQ,John Hancock Hedged Equity & Income Fund Common Shares of Beneficial Interest,N
HES,Hess Corporation Common Stock,N
HES$A,"Hess Corporation Depositary Shares, each representing 1/20th interest in the Company's 8.00% Series A Mandatory Convertible Preferred Stock",N
HESM,Hess Midstream Partners LP Common Units Representing Limited Partner Interests,N
HF,"HFF, Inc. Common Stock, Class A",N
HFC,HollyFrontier Corporation Common Stock,N
HGH,"Hartford Financial Services Group, Inc. (The) 7.875% Fixed to Floating Rate Junior Subordinated Debentures due 2042",N
HGT,Hugoton Royalty Trust Common Stock,N
HGV,Hilton Grand Vacations Inc. Common Stock ,N
HHC,Howard Hughes Corporation (The) Common Stock,N
HHS,"Harte-Hanks, Inc. Common Stock",N
HI,Hillenbrand Inc Common Stock,N
HIE,Miller/Howard High Income Equity Fund Common Shares of Beneficial Interest,N
HIFR,"InfraREIT, Inc. Common Stock",N
HIG,"Hartford Financial Services Group, Inc. (The) Common Stock",N
HIG.W,"Hartford Financial Services Group, Inc. (The) Warrants expiring June 26, 2019",N
HII,"Huntington Ingalls Industries, Inc. Common Stock",N
HIL,"Hill International, Inc. Common Stock",N
HIO,"Western Asset High Income Opportunity Fund, Inc. Common Stock",N
HIVE,"Aerohive Networks, Inc. Common Stock",N
HIW,"Highwoods Properties, Inc. Common Stock",N
HIX,Western Asset High Income Fund II Inc. Common Stock,N
HJV,"MS Structured Asset Corp MS Structured Asset Corp. SATURNS J.C. Penney Company, Inc. Debenture Backed Series 2007-1, 7% Callable Class A Units",N
HK,Halcon Resources Corporation Common Stock,N
HK.W,Halcon Resources Corporation Warrant,N
HL,Hecla Mining Company Common Stock,N
HL$B,Hecla Mining Company Preferred Stock,N
HLF,Herbalife Ltd. Common Stock,N
HLI,"Houlihan Lokey, Inc. Class A Common Stock",N
HLS,HealthSouth Corporation Common Stock,N
HLT,Hilton Worldwide Holdings Inc. Common Stock ,N
HLX,"Helix Energy Solutions Group, Inc. Common Stock",N
HMC,"Honda Motor Company, Ltd. Common Stock",N
HMLP,Hoegh LNG Partners LP Common Units representing Limited Partner Interests,N
HMN,Horace Mann Educators Corporation Common Stock,N
HMY,Harmony Gold Mining Company Limited,N
HNI,HNI Corporation Common Stock,N
HNP,Huaneng Power Intl Common Stock,N
HOG,"Harley-Davidson, Inc. Common Stock",N
HOME,At Home Group Inc. Common Stock,N
HON,Honeywell International Inc. Common Stock,N
HOS,Hornbeck Offshore Services Common Stock,N
HOV,"Hovnanian Enterprises, Inc. Class A Common Stock",N
HP,"Helmerich & Payne, Inc. Common Stock",N
HPE,Hewlett Packard Enterprise Company Common Stock,N
HPF,John Hancock Pfd Income Fund II Pfd Income Fund II,N
HPI,John Hancock Preferred Income Fund Common Shares of Beneficial Interest,N
HPP,"Hudson Pacific Properties, Inc. Common Stock",N
HPQ,HP Inc. Common Stock,N
HPS,John Hancock Preferred Income Fund III Preferred Income Fund III,N
HQH,Tekla Healthcare Investors Common Stock,N
HQL,TeklaLife Sciences Investors Common Stock,N
HR,Healthcare Realty Trust Incorporated Common Stock,N
HRB,"H&R Block, Inc. Common Stock",N
HRC,Hill-Rom Holdings Inc Common Stock,N
HRG,"HRG Group, Inc. Common Stock",N
HRI,Herc Holdings Inc. Common Stock ,N
HRL,Hormel Foods Corporation Common Stock,N
HRS,Harris Corporation Common Stock,N
HRTG,"Heritage Insurance Holdings, Inc. Common Stock",N
HSBC,"HSBC Holdings, plc. Common Stock",N
HSBC$A,"HSBC Holdings, plc. ADR SER A REP 1/40 PFD SER A",N
HSC,Harsco Corporation Common Stock,N
HSEA,"HSBC Holdings, plc. Perpetual Sub Cap Secs",N
HSEB,HSBC Holdings plc PERP SUB CAP SECS EXCH PREF SHS SER 2 (United Kingdom),N
HST,"Host Hotels & Resorts, Inc. Common Stock",N
HSY,The Hershey Company Common Stock,N
HT,Hersha Hospitality Trust Class A Common Shares of Beneficial Interest,N
HT$C,Hersha Hospitality Trust 6.875% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest,N
HT$D,"Hersha Hospitality Trust 6.50% Series D Cumulative Redeemable Preferred Shares of Beneficial Interest, $0.01 par value per share",N
HT$E,Hersha Hospitality Trust 6.50% Series E Cumulative Redeemable Preferred Shares of Beneficial Interest,N
HTA,"Healthcare Trust of America, Inc. Class A Common Stock",N
HTD,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,N
HTF,Horizon Technology Finance Corporation 7.375% Senior Notes due 2019,N
HTGC,"Hercules Capital, Inc. Common Stock",N
HTGX,"Hercules Capital, Inc. 6.25% Notes due 2024",N
HTH,Hilltop Holdings Inc.,N
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund Common Shares of Beneficial Interest,N
HTZ,"Hertz Global Holdings, Inc Common Stock ",N
HUBB,Hubbell Inc Common Stock,N
HUBS,"HubSpot, Inc. Common Stock",N
HUM,Humana Inc. Common Stock,N
HUN,Huntsman Corporation Common Stock,N
HVT,"Haverty Furniture Companies, Inc. Common Stock",N
HVT.A,"Haverty Furniture Companies, Inc. Common Stock",N
HXL,Hexcel Corporation Common Stock,N
HY,"Hyster-Yale Materials Handling, Inc. Class A Common Stock",N
HYB,"New America High Income Fund, Inc. (The) Common Stock",N
HYH,"Halyard Health, Inc. Common Stock",N
HYI,Western Asset High Yield Defined Opportunity Fund Inc. Common Stock,N
HYT,"Blackrock Corporate High Yield Fund, Inc. Common Stock",N
HZN,Horizon Global Corporation Common Shares,N
HZO,"MarineMax, Inc.  (FL) Common Stock",N
I,Intelsat S.A. Common Shares,N
IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest,N
IAG,Iamgold Corporation Ordinary Shares,N
IBA,"Industrias Bachoco, S.A.B. de C.V. Common Stock",N
IBM,International Business Machines Corporation Common Stock,N
IBN,ICICI Bank Limited Common Stock,N
IBP,"Installed Building Products, Inc. Common Stock",N
ICB,"MS Income Securities, Inc. Common Stock",N
ICD,"Independence Contract Drilling, Inc. Common Stock",N
ICE,Intercontinental Exchange Inc. Common Stock,N
ICL,Israel Chemicals Limited Ordinary Shares,N
IDA,"IDACORP, Inc. Common Stock",N
IDE,"Voya Infrastructure, Industrials and Materials Fund Common Shares of Beneficial Interest",N
IDT,IDT Corporation Class B Common Stock,N
IEX,IDEX Corporation Common Stock,N
IFF,"Internationa Flavors & Fragrances, Inc. Common Stock",N
IFN,"India Fund, Inc. (The) Common Stock",N
IGA,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest,N
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,N
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc. Common Stock,N
IGR,CBRE Clarion Global Real Estate Income Fund Common Stock,N
IGT,International Game Technology Ordinary Shares,N
IHC,Independence Holding Company Common Stock,N
IHD,Voya Emerging Markets High Income Dividend Equity Fund Common Shares,N
IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share),N
IHIT,Invesco High Income 2023 Target Term Fund Common Shares of Beneficial Interest,N
IID,Voya International High Dividend Equity Income Fund Common Shares of Beneficial Interest,N
IIF,"Morgan Stanley India Investment Fund, Inc. Common Stock",N
IIM,Invesco Value Municipal Income Trust Common Stock,N
IIPR,"Innovative Industrial Properties, Inc. Common Stock",N
IMAX,Imax Corporation Common Stock,N
INB,"Cohen & Steers Global Income Builder, Inc. Common Shares of Beneficial Interest",N
INF,Brookfield Global Listed Infrastructure Income Fund Closed End Fund,N
INFY,Infosys Limited American Depositary Shares,N
ING,"ING Group, N.V. Common Stock",N
INGR,Ingredion Incorporated Common Stock,N
INN,"Summit Hotel Properties, Inc. Common Stock",N
INN$B,"Summit Hotel Properties, Inc. Pfd Ser B",N
INN$C,"Summit Hotel Properties, Inc. 7.125% Series C Cumulative Redeemable Preferred Stock",N
INN$D,"Summit Hotel Properties, Inc. 6.45% Series D Cumulative Redeemable Preferred Stock",N
INSI,Insight Select Income Fund,N
INST,"Instructure, Inc. Common Stock",N
INSW,"International Seaways, Inc. Common Stock ",N
INT,World Fuel Services Corporation Common Stock,N
INVH,Invitation Homes Inc. Common Stock,N
INXN,InterXion Holding N.V. Ordinary Shares (0.01 nominal value),N
IO,Ion Geophysical Corporation Common Stock,N
IP,International Paper Company Common Stock,N
IPG,"Interpublic Group of Companies, Inc. (The) Common Stock",N
IPHI,Inphi Corporation Common Stock $0.001 par value,N
IPI,"Intrepid Potash, Inc Common Stock",N
IPL$D,Interstate Power & Light Company Perp Prd Ser D,N
IQI,Invesco Quality Municipal Income Trust Common Stock,N
IR,Ingersoll-Rand plc (Ireland),N
IRET,Investors Real Estate Trust Shares of Beneficial Interest,N
IRET$B,Investors Real Estate Trust 7.95% Series B Cumulative Redeemable Preferred Shares,N
IRL,"New Ireland Fund, Inc (The) Common Stock",N
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,N
IRR,Voya Natural Resources Equity Income Fund Common Shares of Beneficial Interest,N
IRS,IRSA Inversiones Y Representaciones S.A. Common Stock,N
IRT,"Independence Realty Trust, Inc. Common Stock",N
ISD,"Prudential Short Duration High Yield Fund, Inc. Common Stock",N
ISF,"ING Group, N.V. Perp Hybrid Cap Secs (Netherlands)",N
ISG,"ING Group, N.V. Perpetual Dent Secs 6.125%",N
ISP,ING Groep NV 6.20% Perpetual Debt Securities (Netherlands),N
IT,"Gartner, Inc. Common Stock",N
ITCB,"Itau CorpBanca American Depositary Shares (each representing 1,500 shares of Common Stock, no par value)",N
ITG,"Investment Technology Group, Inc. Common Stock",N
ITGR,Integer Holdings Corporation Common Stock,N
ITT,ITT Inc. Common Stock ,N
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),N
ITW,Illinois Tool Works Inc. Common Stock,N
IVC,Invacare Corporation Common Stock,N
IVH,Ivy High Income Opportunities Fund Common Shares of Beneficial Interest,N
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock,N
IVR$A,Invesco Mortgage Capital Inc. Pfd Ser A,N
IVR$B,Invesco Mortgage Capital Inc. Preferred Series B Cum Fxd to Fltg,N
IVR$C,"INVESCO MORTGAGE CAPITAL INC 7.5% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock, Liquation Preference $25.00 per Share",N
IVZ,Invesco Ltd Common Stock,N
IX,Orix Corp Ads Common Stock,N
JAG,Jagged Peak Energy Inc. Common Stock,N
JAX,"J. Alexander's Holdings, Inc. Common Stock",N
JBGS,JBG SMITH Properties Common Shares ,N
JBK,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I,N
JBL,Jabil Inc. Common Stock,N
JBN,"Select Asset Inc. Select Asset Inc. on behalf of Corporate Backed Callable Trust Certificates, J.C. Penney Debenture Backed Series 2007-1 Trust",N
JBR,"Select Asset Inc. Corporate Backed Callable Trust Certificates, J.C. Penney Debenture-Backed Series 2006-1, Class A-1",N
JBT,John Bean Technologies Corporation Common Stock,N
JCAP,"Jernigan Capital, Inc. Common Stock",N
JCE,Nuveen Core Equity Alpha Fund Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,N
JCI,Johnson Controls International plc Ordinary Share,N
JCO,Nuveen Credit Opportunities 2022 Target Term Fund Common Shares of Beneficial Interest,N
